,dataset,feature,feature_importance
579,CCLE-GE,T98G,0.00124111197233
580,CCLE-GE,SF295,-0.00132089753212
581,CCLE-GE,H4,-0.00263586498578
582,CCLE-GE,U87MG,-0.00051350340679
583,CCLE-GE,IGR39,0.00166917662013
584,CCLE-GE,GAMG,-0.0019379831495
585,CCLE-GE,GCT,-0.00212415079232
586,CCLE-GE,SW1271,-0.00118409689879
587,CCLE-GE,BT549,0.000307802147384
588,CCLE-GE,J82,0.00109671999871
589,CCLE-GE,SKLU1,-0.000202078008359
590,CCLE-GE,MDAMB231,0.00160552201637
591,CCLE-GE,CALU1,-0.00027368030117
592,CCLE-GE,SNU423,-0.000640629158009
593,CCLE-GE,SNU387,0.00051225107596
594,CCLE-GE,LOUNH91,5.64204504295e-08
595,CCLE-GE,SNU410,0.000838366626003
596,CCLE-GE,SNU46,0.00140296553036
597,CCLE-GE,NCIH1792,-0.00150288274365
598,CCLE-GE,MDAMB436,-0.00425962346134
599,CCLE-GE,HCC1395,0.000660490509199
600,CCLE-GE,NCIH1755,0.000863277709773
601,CCLE-GE,OV56,-0.00104903190968
602,CCLE-GE,BFTC909,-0.00110537777589
603,CCLE-GE,GI1,0.00114517385834
604,CCLE-GE,S117,-0.00327868397728
605,CCLE-GE,HUH28,0.00182007510504
606,CCLE-GE,RKN,-0.000123250242493
607,CCLE-GE,SH10TC,0.00112528213712
608,CCLE-GE,MDAMB435S,0.00351958644319
609,CCLE-GE,WM1799,0.00347165452333
610,CCLE-GE,WM88,0.00221636485611
611,CCLE-GE,MEWO,0.00183082644958
612,CCLE-GE,COLO783,0.00118581277248
613,CCLE-GE,IGR1,0.000367490333564
614,CCLE-GE,COLO829,0.00398100353557
615,CCLE-GE,COLO849,0.00431564773225
616,CCLE-GE,COLO679,0.00261389370442
617,CCLE-GE,UACC62,-0.000684112121946
618,CCLE-GE,COLO800,-8.71217508082e-05
619,CCLE-GE,WM2664,0.0035415664587
620,CCLE-GE,SKMEL24,-0.00079927196273
621,CCLE-GE,WM115,-0.000666570590865
622,CCLE-GE,SKMEL31,-0.00125633064815
623,CCLE-GE,HT144,0.00191720459758
624,CCLE-GE,HS939T,0.00129378513935
625,CCLE-GE,C32,0.00219343350451
626,CCLE-GE,RVH421,0.00321533385362
627,CCLE-GE,HS294T,-0.000319152272261
628,CCLE-GE,A101D,-0.00117910499267
629,CCLE-GE,HS944T,-0.000159289380631
630,CCLE-GE,IPC298,-0.000447889996368
631,CCLE-GE,SKMEL30,0.00283493271702
632,CCLE-GE,SH4,0.00506220666339
633,CCLE-GE,SKMEL28,0.00181712985201
634,CCLE-GE,SKMEL2,0.000552633405619
635,CCLE-GE,K029AX,0.00108570486584
636,CCLE-GE,IGR37,0.00279934333378
637,CCLE-GE,SKMEL3,0.00140437974316
638,CCLE-GE,SKMEL5,0.00175083506803
639,CCLE-GE,COLO741,0.000639474849779
640,CCLE-GE,UACC257,0.0021979338281
641,CCLE-GE,MELHO,0.000932701271548
642,CCLE-GE,G361,0.0018112691534
643,CCLE-GE,HS936T,0.0016789645854
644,CCLE-GE,MALME3M,0.0037729887961
645,CCLE-GE,MELJUSO,0.00131293593589
646,CCLE-GE,SKMEL1,0.0004819680809
647,CCLE-GE,HS852T,-0.000827362501708
648,CCLE-GE,HS695T,0.0002315813213
649,CCLE-GE,LN229,0.00123659623529
650,CCLE-GE,A375,-0.000560008890436
651,CCLE-GE,A2058,0.00221914747118
652,CCLE-GE,CHL1,-0.00115695011995
653,CCLE-GE,HMCB,-0.00157362822404
654,CCLE-GE,UMRC6,0.00375792892288
655,CCLE-GE,UMRC2,0.0025695742425
656,CCLE-GE,SLR23,0.00162685926104
657,CCLE-GE,SLR24,0.00214066503065
658,CCLE-GE,RCC4,0.00140296901524
659,CCLE-GE,SKRC31,-0.0011282766032
660,CCLE-GE,UOK101,0.00224189172
661,CCLE-GE,SLR26,0.000749187323822
662,CCLE-GE,SLR21,0.00352437150876
663,CCLE-GE,HK2,0.00101801637274
664,CCLE-GE,SLR25,-0.000707030623374
665,CCLE-GE,SKRC20,0.00373766095493
666,CCLE-GE,HCC1897,0.00232404845675
667,CCLE-GE,HCC827GR5,-2.82836752916e-06
668,CCLE-GE,DFCI024,0.00299079127539
669,CCLE-GE,HMEL,0.00127941978528
670,CCLE-GE,SALE,0.000909820286944
671,CCLE-GE,PRECLH,0.00100732491242
672,CCLE-GE,LN382,0.00302744698237
673,CCLE-GE,LN428,0.00121885571542
674,CCLE-GE,LN235,0.00273008807103
675,CCLE-GE,LN340,0.00314077661877
676,CCLE-GE,U343,0.00341845358026
677,CCLE-GE,LN215,0.00163945612311
678,CCLE-GE,LN443,0.00251521824141
679,CCLE-GE,U178,0.00261861014617
680,CCLE-GE,BJHTERT,0.00208088027923
681,CCLE-GE,TIG3TD,0.00140880593847
682,CCLE-GE,OELE,0.00201363488593
683,CCLE-GE,HEKTE,0.00121435519862
684,CCLE-GE,A1207,0.00252878227042
685,CCLE-GE,HCC364,0.00398681603615
686,CCLE-GE,LNZ308,0.0027132844468
687,CCLE-GE,LN464,0.00411395781371
688,CCLE-GE,LN319,0.00183854948881
689,CCLE-GE,SLR20,0.00484409763889
690,CCLE-GE,CH157MN,0.00149906454462
691,CCLE-GE,IOMMLEE,0.00337319109163
692,CCLE-GE,F5,0.000972906405189
693,CCLE-GE,EWS502,-0.00237738183316
694,CCLE-GE,EW8,-0.00447410585104
695,CCLE-GE,TC32,0.00171357911268
696,CCLE-GE,JHESOAD1,0.0036506669319
697,CCLE-GE,SF172,0.0027409850742
698,CCLE-GE,HCC2814,0.00268779052321
699,CCLE-GE,SF767,0.00394993649437
700,CCLE-GE,HEC50B,0.00102612297341
701,CCLE-GE,HEYA8,0.00113983961034
702,CCLE-GE,ES2,0.00041421300237
703,CCLE-GE,AM38,0.000230406535542
704,CCLE-GE,LOXIMVI,0.00150281593491
705,CCLE-GE,MSTO211H,-0.000857160197894
706,CCLE-GE,HT1080,-0.00107938954438
707,CCLE-GE,LU99,-0.000832793957117
708,CCLE-GE,UMUC3,0.000454528912422
709,CCLE-GE,TYKNU,-0.000435200718209
710,CCLE-GE,HOS,-0.000459771647372
711,CCLE-GE,143B,-0.00147575823025
712,CCLE-GE,HTK,-0.00173432261782
713,CCLE-GE,RERFLCAI,-0.00174297183984
714,CCLE-GE,PATU8988T,0.0020807684282
715,CCLE-GE,SW1990,0.00480099870943
716,CCLE-GE,NCIH1693,0.000366737454304
717,CCLE-GE,ACCMESO1,0.00369262495646
718,CCLE-GE,NCIH838,0.0046679984009
719,CCLE-GE,NCIH1915,0.00540605442313
720,CCLE-GE,RKO,0.00608470734267
721,CCLE-GE,KM12,0.00329688126288
722,CCLE-GE,OE33,0.00227751214834
723,CCLE-GE,HEC6,0.000232274985863
724,CCLE-GE,SNU1,0.00294912356963
725,CCLE-GE,HCT116,9.94740241885e-05
726,CCLE-GE,HCT15,-0.00038949001166
727,CCLE-GE,DLD1,-0.000508164426649
728,CCLE-GE,SNU5,0.000422883462506
729,CCLE-GE,LU65,-0.000753929878796
730,CCLE-GE,639V,-0.000792409284291
731,CCLE-GE,MIAPACA2,0.000794437173324
732,CCLE-GE,OVK18,0.00325445126544
733,CCLE-GE,HLC1,0.00252624568145
734,CCLE-GE,NCIH1703,-0.00163996786846
735,CCLE-GE,KP4,-0.00185435580664
736,CCLE-GE,NCIH661,-0.00189793909044
737,CCLE-GE,A2780,-0.000555330677179
738,CCLE-GE,G401,-0.00141436223913
739,CCLE-GE,MESSA,0.000736481149356
740,CCLE-GE,SBC5,-0.000523589003384
741,CCLE-GE,NCIH522,-0.00183091202763
742,CCLE-GE,NCIH841,-0.00329224437064
743,CCLE-GE,DMS114,-0.0043204644239
744,CCLE-GE,TOV112D,-0.00203180489079
745,CCLE-GE,SNU398,-0.000169950219107
746,CCLE-GE,NCIH1581,-0.00166026949874
747,CCLE-GE,TE617T,2.23991249661e-05
748,CCLE-GE,HUTU80,0.000344829717985
749,CCLE-GE,AZ521,-0.000630174150642
750,CCLE-GE,MFE296,-0.000711286895866
751,CCLE-GE,SKUT1,-0.00120370857091
752,CCLE-GE,AN3CA,-0.00106928375529
753,CCLE-GE,EN,0.000254439679047
754,CCLE-GE,JHUEM2,9.28877680454e-05
755,CCLE-GE,A204,0.000865437414293
756,CCLE-GE,NCIH1299,-0.000841821884675
757,CCLE-GE,NCIH23,-0.00321202169905
758,CCLE-GE,PANC1,-0.0032742159932
759,CCLE-GE,G402,0.00135665069892
760,CCLE-GE,HMC18,0.00181088768909
761,CCLE-GE,CAL51,-0.0011940529364
762,CCLE-GE,ISHIKAWAHERAKLIO02ER,-0.00142680193696
763,CCLE-GE,NCIH1048,0.00031974413024
764,CCLE-GE,ECC10,0.00388128701582
765,CCLE-GE,GSS,0.000945975965955
766,CCLE-GE,HCC1599,0.0021048270587
767,CCLE-GE,COLO320,-0.000756501897053
768,CCLE-GE,A673,-0.00476179887296
769,CCLE-GE,SKNMC,-0.00506826086393
770,CCLE-GE,SKES1,-0.00673314417915
771,CCLE-GE,RDES,-0.005785794279
772,CCLE-GE,TC71,-0.00338864922525
773,CCLE-GE,MHHES1,-0.00597030758295
774,CCLE-GE,CADOES1,-0.00158725285205
775,CCLE-GE,NCIH524,-0.00317255041187
776,CCLE-GE,NCIH82,-0.00458503862164
777,CCLE-GE,COLO704,0.00148226362014
778,CCLE-GE,COLO684,0.00382095686293
779,CCLE-GE,DMS273,-0.00347373575212
780,CCLE-GE,NCIH446,-0.00391421729009
781,CCLE-GE,NCIH2171,-0.00466253206502
782,CCLE-GE,NCIH1694,-0.00207058497355
783,CCLE-GE,CPCN,-0.00126435785633
784,CCLE-GE,D283MED,0.000510251344247
785,CCLE-GE,D341MED,0.00129424351175
786,CCLE-GE,KELLY,-0.00375055748163
787,CCLE-GE,SKNDZ,-0.00258567248986
788,CCLE-GE,NH6,-0.00112769089932
789,CCLE-GE,KPNYN,-0.00188743044263
790,CCLE-GE,SKNBE2,-0.00220312224267
791,CCLE-GE,KPNRTBM1,-0.000712664202888
792,CCLE-GE,CHP126,-0.000896076430281
793,CCLE-GE,SIMA,-0.00290971611822
794,CCLE-GE,IMR32,-0.00396888511803
795,CCLE-GE,SHSY5Y,-0.00273524103153
796,CCLE-GE,NB1,-0.00152852448219
797,CCLE-GE,MHHNB11,-0.00184608992403
798,CCLE-GE,SKNFI,-0.00477407647746
799,CCLE-GE,NCIH1155,-0.00230932221611
800,CCLE-GE,SCLC21H,-0.00433670106832
801,CCLE-GE,CORL279,-0.00205192251416
802,CCLE-GE,CORL24,-0.00507788438814
803,CCLE-GE,NCIH1876,-0.00432758787599
804,CCLE-GE,NCIH1105,-0.00430919591821
805,CCLE-GE,NCIH1436,-0.00173404970212
806,CCLE-GE,CORL51,-0.000378378574168
807,CCLE-GE,NCIH2081,-0.00176190527911
808,CCLE-GE,NCIH1092,-0.00215175862645
809,CCLE-GE,CORL88,-0.00120911018459
810,CCLE-GE,CORL95,0.00021306251971
811,CCLE-GE,HCC33,-0.00312059146637
812,CCLE-GE,NCIH1963,-0.00187396190918
813,CCLE-GE,NCIH1184,-0.00184183069584
814,CCLE-GE,NCIH209,-0.00180561885942
815,CCLE-GE,NCIH1618,-0.000517512532643
816,CCLE-GE,NCIH2141,-0.00300872734963
817,CCLE-GE,NCIH889,-0.000529542167792
818,CCLE-GE,NCIH1836,-0.000708875837989
819,CCLE-GE,NCIH146,-0.00194014668399
820,CCLE-GE,NCIH69,0.000896790832747
821,CCLE-GE,NCIH1930,-0.00295400876525
822,CCLE-GE,NCIH2227,-0.00226142650875
823,CCLE-GE,DMS153,-0.00220289725194
824,CCLE-GE,DMS79,-0.00495236146149
825,CCLE-GE,NCIH660,0.0013931152647
826,CCLE-GE,CORL47,-0.00145711292267
827,CCLE-GE,DMS454,-0.000530337538592
828,CCLE-GE,COLO668,-0.00113436915821
829,CCLE-GE,NCIH2106,0.000795893176304
830,CCLE-GE,NCIH526,-0.00252289367764
831,CCLE-GE,CORL311,9.47731028838e-05
832,CCLE-GE,NCIH2196,-0.0002696378658
833,CCLE-GE,NCIH2029,-0.00157076936982
834,CCLE-GE,NCIH510,-0.00275383442246
835,CCLE-GE,DMS53,-0.00363623792009
836,CCLE-GE,NCIH810,-0.000295686128329
837,CCLE-GE,NCIH2066,0.00176843022583
838,CCLE-GE,ECC12,0.00348948473304
839,CCLE-GE,VMRCLCD,-0.00359814314388
840,CCLE-GE,HCC1833,-0.000855500179156
841,CCLE-GE,BEN,0.000500700749858
842,CCLE-GE,NCIH1385,0.00358827653576
843,CCLE-GE,QGP1,-0.00124509660286
844,CCLE-GE,SHP77,-0.000568817436726
845,CCLE-GE,CALU6,0.000317488793783
846,CCLE-GE,DU4475,0.00234595577678
847,CCLE-GE,HGC27,-0.000153877283584
848,CCLE-GE,NCIH1341,-0.00135162526263
849,CCLE-GE,NCIH716,-0.00140631704828
850,CCLE-GE,SW620,-0.00115944811349
851,CCLE-GE,LK2,-0.0018460449302
852,CCLE-GE,NCIH520,-0.00424458005078
853,CCLE-GE,NCIH211,-0.00362807363251
854,CCLE-GE,SAOS2,-0.00162807332235
855,CCLE-GE,U2OS,-0.00173970131576
856,CCLE-GE,SJRH30,-0.0024671206441
857,CCLE-GE,RH41,2.58654194178e-05
858,CCLE-GE,RD,-0.00127669458968
859,CCLE-GE,TE441T,8.44930905349e-05
860,CCLE-GE,CHP212,0.0022143825851
861,CCLE-GE,KPNSI9S,0.000510362712997
862,CCLE-GE,SKNSH,-0.00165271692671
863,CCLE-GE,SKNAS,-0.00114163237457
864,CCLE-GE,MOLT4,-0.00239595327971
865,CCLE-GE,SUPT1,-0.00439977564072
866,CCLE-GE,PEER,-0.00402641875128
867,CCLE-GE,RPMI8402,-0.00319729787765
868,CCLE-GE,P12ICHIKAWA,-0.00456135368889
869,CCLE-GE,MOLT13,-0.00395397862224
870,CCLE-GE,PF382,-0.0031244635445
871,CCLE-GE,KE37,-0.00251698363138
872,CCLE-GE,MOLT16,-0.00300976892217
873,CCLE-GE,ALLSIL,-0.00262055592811
874,CCLE-GE,TALL1,-0.000572626729411
875,CCLE-GE,DND41,-0.00199743759712
876,CCLE-GE,HPBALL,-0.00254894238777
877,CCLE-GE,JURKAT,-0.00217087607846
878,CCLE-GE,CMLT1,-0.00312650601582
879,CCLE-GE,LOUCY,-0.00282079291868
880,CCLE-GE,RS411,0.0014200816836
881,CCLE-GE,SEM,0.000454203122252
882,CCLE-GE,SUPB15,0.00143248767058
883,CCLE-GE,NALM19,0.00139001252389
884,CCLE-GE,NALM1,0.00241730355802
885,CCLE-GE,MHHCALL4,0.00149819243184
886,CCLE-GE,MUTZ5,0.0011305932457
887,CCLE-GE,KASUMI2,0.00314038248353
888,CCLE-GE,MHHCALL3,0.00319166152283
889,CCLE-GE,MHHCALL2,0.000182946989379
890,CCLE-GE,NALM6,0.00197675489394
891,CCLE-GE,697,0.000728775658018
892,CCLE-GE,RCHACV,0.000743729261284
893,CCLE-GE,OCILY19,0.000192718823055
894,CCLE-GE,REH,5.89667329238e-05
895,CCLE-GE,BV173,0.0009914996434
896,CCLE-GE,SUPT11,-0.00217957174864
897,CCLE-GE,KOPN8,-0.000508490839185
898,CCLE-GE,NUDHL1,-0.00144392797891
899,CCLE-GE,JEKO1,-0.000454571237855
900,CCLE-GE,RI1,-0.0014952109342
901,CCLE-GE,JJN3,0.00107953338626
902,CCLE-GE,ME1,0.000175514853738
903,CCLE-GE,RL,-0.00251983424554
904,CCLE-GE,MC116,-0.00196604598217
905,CCLE-GE,P3HR1,-0.0017049269222
906,CCLE-GE,RAJI,-0.00165202978708
907,CCLE-GE,CI1,-0.00229947671541
908,CCLE-GE,GA10,-0.00150388449144
909,CCLE-GE,BL70,-0.00119674899585
910,CCLE-GE,BL41,-0.00194568887336
911,CCLE-GE,ST486,-0.000301183898266
912,CCLE-GE,HT,-0.00170662490553
913,CCLE-GE,SUDHL5,-0.00282102903322
914,CCLE-GE,SUDHL6,-0.00239292542359
915,CCLE-GE,DOHH2,-0.00110738381158
916,CCLE-GE,WSUDLCL2,0.000216565936385
917,CCLE-GE,SUDHL4,-0.000360204154353
918,CCLE-GE,SUDHL10,-0.00129783985348
919,CCLE-GE,DAUDI,-6.78095243788e-06
920,CCLE-GE,DB,-0.000834553571587
921,CCLE-GE,OCILY10,-0.00159668031156
922,CCLE-GE,KARPAS422,-0.000420431090128
923,CCLE-GE,JM1,-0.00142049099921
924,CCLE-GE,TOLEDO,-0.000506558740315
925,CCLE-GE,NUDUL1,0.000152481185213
926,CCLE-GE,MINO,-0.00290337877859
927,CCLE-GE,SUDHL8,-0.000163378369869
928,CCLE-GE,CA46,0.00194526456473
929,CCLE-GE,EB2,-0.00111271816506
930,CCLE-GE,EB1,-0.000237889011012
931,CCLE-GE,OCILY3,-0.000811003838119
932,CCLE-GE,BDCM,-0.00294099946395
933,CCLE-GE,KE97,-0.00224457953442
934,CCLE-GE,HUNS1,-0.00277941140884
935,CCLE-GE,HS611T,-0.00211918761768
936,CCLE-GE,PFEIFFER,-0.00286873164404
937,CCLE-GE,NAMALWA,-0.001439375308
938,CCLE-GE,HH,-0.00107242282345
939,CCLE-GE,MJ,-0.00302252702196
940,CCLE-GE,HUT78,-0.00414548098123
941,CCLE-GE,HUT102,-0.00137059023272
942,CCLE-GE,MOTN1,0.000130395489036
943,CCLE-GE,REC1,-0.00323894948602
944,CCLE-GE,KMS18,-0.00131445378416
945,CCLE-GE,MEC1,-0.00235575036864
946,CCLE-GE,MEC2,-0.00370449332332
947,CCLE-GE,JVM3,-0.00454895063701
948,CCLE-GE,JVM2,-0.0050713346533
949,CCLE-GE,EHEB,-0.00368753107616
950,CCLE-GE,GRANTA519,-0.00339212552485
951,CCLE-GE,HL60,-0.00235532103086
952,CCLE-GE,MV411,0.000341763586777
953,CCLE-GE,MOLM13,0.000631243197736
954,CCLE-GE,EOL1,-0.000854306898983
955,CCLE-GE,PL21,-2.98596801238e-05
956,CCLE-GE,OCIAML2,0.00092925948724
957,CCLE-GE,OCIAML5,0.000782050804363
958,CCLE-GE,MONOMAC6,-0.0010185805412
959,CCLE-GE,MONOMAC1,0.00152914142095
960,CCLE-GE,SIGM5,-0.00138742236924
961,CCLE-GE,NOMO1,-0.00101992408604
962,CCLE-GE,OCIAML3,0.000366284397615
963,CCLE-GE,THP1,-0.00143549256072
964,CCLE-GE,EM2,-0.000634298247481
965,CCLE-GE,AML193,0.000478383640342
966,CCLE-GE,NB4,-0.0044029205444
967,CCLE-GE,SKM1,0.00199751577425
968,CCLE-GE,P31FUJ,0.00152813333446
969,CCLE-GE,U937,-0.0014574797731
970,CCLE-GE,GDM1,0.000292124993487
971,CCLE-GE,KO52,-0.000388384674181
972,CCLE-GE,KASUMI6,0.00112408421575
973,CCLE-GE,MOLM6,0.000913399695391
974,CCLE-GE,KG1,0.000244529031503
975,CCLE-GE,KCL22,0.00203697142859
976,CCLE-GE,NCO2,-0.0010851654146
977,CCLE-GE,M07E,-0.000470657402116
978,CCLE-GE,KU812,-0.000305510030767
979,CCLE-GE,HEL9217,-0.00258758142266
980,CCLE-GE,HEL,-0.00151074924979
981,CCLE-GE,CMK115,-0.0013481082353
982,CCLE-GE,CMK,-0.00206997063118
983,CCLE-GE,CMK86,-0.000906991529106
984,CCLE-GE,SET2,-0.0017783946918
985,CCLE-GE,UT7,0.000277900081567
986,CCLE-GE,MOLM16,-0.00255741149202
987,CCLE-GE,TF1,-0.0022830975601
988,CCLE-GE,JK1,0.00210458554326
989,CCLE-GE,OCIM1,0.000418840181471
990,CCLE-GE,F36P,-0.000337811111888
991,CCLE-GE,LAMA84,0.000269036339984
992,CCLE-GE,JURLMK1,-0.00191579532833
993,CCLE-GE,MEG01,-0.0023150840448
994,CCLE-GE,KMS12BM,0.000277058489887
995,CCLE-GE,KMM1,0.00127304270617
996,CCLE-GE,BCP1,-0.000839159292391
997,CCLE-GE,MM1S,-0.000575368558998
998,CCLE-GE,KMS11,0.000147434753799
999,CCLE-GE,KMS28BM,0.00264579095722
1000,CCLE-GE,KMS34,0.000295537390191
1001,CCLE-GE,KMS21BM,0.000736298568462
1002,CCLE-GE,KHM1B,0.00296268206647
1003,CCLE-GE,NCIH929,0.00248557178922
1004,CCLE-GE,KMS27,0.000963902692095
1005,CCLE-GE,U266B1,-0.000665914592119
1006,CCLE-GE,A4FUK,-0.00192757762289
1007,CCLE-GE,A3KAW,-0.0010218471094
1008,CCLE-GE,KARPAS620,-0.00172797384327
1009,CCLE-GE,AMO1,6.74388676756e-05
1010,CCLE-GE,KMS26,0.00101347841917
1011,CCLE-GE,OPM2,0.00249208831451
1012,CCLE-GE,LP1,0.00367712186397
1013,CCLE-GE,L363,0.00144377988301
1014,CCLE-GE,MOLP8,0.000765859450706
1015,CCLE-GE,KMS20,-0.00149516998302
1016,CCLE-GE,MOLP2,0.000597822060438
1017,CCLE-GE,SKMM2,0.00254751123571
1018,CCLE-GE,EJM,-0.00106355879621
1019,CCLE-GE,RPMI8226,-0.00186789743479
1020,CCLE-GE,COLO677,-6.0853629186e-05
1021,CCLE-GE,COLO775,-0.00179213481787
1022,CCLE-GE,PCM6,0.000478133832646
1023,CCLE-GE,K562,-0.000758100493783
1024,CCLE-GE,KYO1,-0.00133964832497
1025,CCLE-GE,L1236,-0.00227594491171
1026,CCLE-GE,L428,-0.00282624009794
1027,CCLE-GE,SUPHD1,0.000863349351626
1028,CCLE-GE,L540,-0.000203218673788
1029,CCLE-GE,HDLM2,-0.00162597947334
1030,CCLE-GE,KMH2,-0.00498390551282
1031,CCLE-GE,KIJK,-0.00065535912283
1032,CCLE-GE,SUDHL1,-0.000857325388434
1033,CCLE-GE,DEL,0.000549202539504
1034,CCLE-GE,SR786,0.00151104694431
1035,CCLE-GE,SUPM2,-0.00183354908692
1036,CCLE-GE,KARPAS299,-0.000101164494567
1037,Allen-adult-brain,"Crus II, left, lateral hemisphere",0.0011389155935
1038,Allen-adult-brain,"VIIB, left, lateral hemisphere",0.00171959165253
1039,Allen-adult-brain,"VIIIA, left, lateral hemisphere",0.00227591016349
1040,Allen-adult-brain,"Crus II, left, paravermis",0.00211779557303
1041,Allen-adult-brain,"Crus I, left, lateral hemisphere",0.00158916011443
1042,Allen-adult-brain,"Crus I, left, paravermis",0.00197014423935
1043,Allen-adult-brain,"VI, left, paravermis",0.00250504199783
1044,Allen-adult-brain,"V, left, paravermis",0.00303561295016
1045,Allen-adult-brain,"VI, left, lateral hemisphere",0.00211465383218
1046,Allen-adult-brain,"VIIB, left, paravermis",0.00276232286678
1047,Allen-adult-brain,"VIIIA, left, paravermis",0.00155269145699
1048,Allen-adult-brain,VIIAt,0.00126962484012
1049,Allen-adult-brain,"IX, left, paravermis",0.00095660274679
1050,Allen-adult-brain,III,0.00257955009473
1051,Allen-adult-brain,IV,0.00262510683255
1052,Allen-adult-brain,V,0.00257822928321
1053,Allen-adult-brain,IX,0.00222814874015
1054,Allen-adult-brain,VIIB,0.00147690244882
1055,Allen-adult-brain,VIIIA,0.00153506835465
1056,Allen-adult-brain,VIIIB,0.0014458155348
1057,Allen-adult-brain,VI,0.00259045208441
1058,Allen-adult-brain,VIIAf,0.00247462157269
1059,Allen-adult-brain,"VIIIB, left, paravermis",0.00258876347831
1060,Allen-adult-brain,"VIIIB, left, lateral hemisphere",0.00145041773659
1061,Allen-adult-brain,"III, left, lateral hemisphere",0.00271204002385
1062,Allen-adult-brain,"III, left, paravermis",0.00349075703196
1063,Allen-adult-brain,"IV, left, lateral hemisphere",0.00248095173857
1064,Allen-adult-brain,"IV, left, paravermis",0.00300324647957
1065,Allen-adult-brain,"V, left, lateral hemisphere",0.00214553497437
1066,Allen-adult-brain,"IX, left, lateral hemisphere",0.000437093557217
1067,Allen-adult-brain,I-II,0.00341814651669
1068,Allen-adult-brain,X,0.00245284392661
1069,Allen-adult-brain,"X, left, lateral hemisphere",0.00321687308426
1070,Allen-adult-brain,"Crus I, right, paravermis",0.00222216255641
1071,Allen-adult-brain,"VI, right, lateral hemisphere",0.00258232789585
1072,Allen-adult-brain,"VI, right, paravermis",0.00193288524819
1073,Allen-adult-brain,"Crus II, right, paravermis",0.00259158039567
1074,Allen-adult-brain,"VIIB, right, paravermis",0.00102882251216
1075,Allen-adult-brain,"IV, right, paravermis",0.000967764496996
1076,Allen-adult-brain,"V, right, paravermis",0.000874012410955
1077,Allen-adult-brain,"Crus II, right, lateral hemisphere",0.00120509509868
1078,Allen-adult-brain,"VIIIA, right, lateral hemisphere",-0.000504136232021
1079,Allen-adult-brain,"VIIIA, right, paravermis",0.000983553454602
1080,Allen-adult-brain,"VIIIB, right, paravermis",0.00193072291956
1081,Allen-adult-brain,"VIIB, right, lateral hemisphere",0.00166684398091
1082,Allen-adult-brain,"X, left, paravermis",0.00157296297396
1083,Allen-adult-brain,"Crus I, right, lateral hemisphere",0.0121065280059
1084,Allen-adult-brain,"IX, right, paravermis",0.0105710676519
1085,Allen-adult-brain,"III, right, paravermis",0.00538496108371
1086,Allen-adult-brain,"middle frontal gyrus, left, inferior bank of gyrus",-0.000109969734735
1087,Allen-adult-brain,"middle frontal gyrus, left, superior bank of gyrus",-0.000392425023073
1088,Allen-adult-brain,"superior frontal gyrus, left, lateral bank of gyrus",-0.00041432830711
1089,Allen-adult-brain,"superior frontal gyrus, left, medial bank of gyrus",-0.000972124264611
1090,Allen-adult-brain,"inferior frontal gyrus, orbital part, left",-0.000315697259701
1091,Allen-adult-brain,"inferior frontal gyrus, triangular part, left",4.03053619158e-05
1092,Allen-adult-brain,"frontal operculum, left",-0.00116376525094
1093,Allen-adult-brain,"cingulate gyrus, frontal part, left, superior bank of gyrus",-0.00197082243534
1094,Allen-adult-brain,"gyrus rectus, left",2.36828724461e-05
1095,Allen-adult-brain,"medial orbital gyrus, left",-0.000220390344764
1096,Allen-adult-brain,"inferior rostral gyrus, left",0.000423482906381
1097,Allen-adult-brain,"anterior orbital gyrus, left",-0.000104957063172
1098,Allen-adult-brain,"inferior temporal gyrus, left, bank of mts",-0.0007691915927
1099,Allen-adult-brain,"middle temporal gyrus, left, inferior bank of gyrus",-0.000617506705031
1100,Allen-adult-brain,"inferior temporal gyrus, left, bank of the its",-0.000571386720932
1101,Allen-adult-brain,"middle temporal gyrus, left, superior bank of gyrus",-0.000631611249968
1102,Allen-adult-brain,"superior temporal gyrus, left, inferior bank of gyrus",-0.000112850011144
1103,Allen-adult-brain,"inferior temporal gyrus, left, lateral bank of gyrus",3.46587668753e-05
1104,Allen-adult-brain,"superior temporal gyrus, left, lateral bank of gyrus",-0.000622318069141
1105,Allen-adult-brain,"fusiform gyrus, left, bank of cos",-0.000941065445295
1106,Allen-adult-brain,"fusiform gyrus, left, bank of the its",-0.000249554371524
1107,Allen-adult-brain,"planum polare, left",-0.000446804847942
1108,Allen-adult-brain,"short insular gyri, left",-0.00123605380465
1109,Allen-adult-brain,"long insular gyri, left",-0.000369432395226
1110,Allen-adult-brain,"posterior orbital gyrus, left",-0.00281112289549
1111,Allen-adult-brain,"superior rostral gyrus, left",-0.00201206891576
1112,Allen-adult-brain,"cingulate gyrus, retrosplenial part, left, inferior bank of gyrus",-0.000569855431284
1113,Allen-adult-brain,"lateral orbital gyrus, left",-0.00105297775316
1114,Allen-adult-brain,"supramarginal gyrus, left, inferior bank of gyrus",-0.000459674533427
1115,Allen-adult-brain,"angular gyrus, left, superior bank of gyrus",-0.00121360110988
1116,Allen-adult-brain,"cingulate gyrus, parietal part, left, inferior bank of gyrus",-0.00133802278335
1117,Allen-adult-brain,"cingulate gyrus, parietal part, left, superior bank of gyrus",-0.00168318385081
1118,Allen-adult-brain,"angular gyrus, left, inferior bank of gyrus",-0.000283170442183
